8.8,布达佩斯大饭店,2014,美国德国英国,剧情喜剧冒险,韦斯·安德森WesAnderson 拉尔夫·费因斯RalphFiennes/...,小清新的故事里注入了大历史的情怀。,463309
9.0,穿条纹睡衣的男孩,2008,英国美国,剧情战争,马克·赫尔曼MarkHerman 阿萨·巴特菲尔德AsaButterfield...,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,229636
8.8,入殓师,2008,日本,剧情,泷田洋二郎YôjirôTakita 本木雅弘MasahiroMotoki/...,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,386744
8.7,阿凡达,2009,美国英国,动作战争科幻冒险,詹姆斯·卡梅隆JamesCameron 萨姆·沃辛顿SamWorthington...,绝对意义上的美轮美奂。,734533
8.8,幽灵公主,1997,日本,动画奇幻冒险,宫崎骏HayaoMiyazaki 松田洋治YôjiMatsuda/石田百合...,人与自然的战争史诗。,314636
8.8,阳光灿烂的日子,1994,中国大陆香港,剧情爱情,姜文WenJiang 夏雨YuXia/宁静JingNing/陶虹HongTao,一场华丽的意淫。,360037
8.7,致命ID,2003,美国,剧情悬疑惊悚,JamesMangold JohnCusack/RayLiotta/AmandaPeet,最不可能的那个人永远是最可能的。,428712
8.8,第六感,1999,美国,剧情悬疑惊悚,M·奈特·沙马兰M.NightShyamalan 布鲁斯·威利斯BruceWi...,深入内心的恐怖，出人意料的结局。,308397
8.7,加勒比海盗,2003,美国,动作冒险奇幻,戈尔·维宾斯基GoreVerbinski 约翰尼·德普JohnnyDepp/...,约翰尼·德普的独角戏。,483238
9.1,狩猎,2012,丹麦瑞典,剧情,托马斯·温特伯格ThomasVinterberg 麦斯·米科尔森MadsMik...,人言可畏。,184977
8.9,玛丽和马克思,2009,澳大利亚,剧情喜剧动画,亚当·艾略特AdamElliot 托妮·科莱特ToniCollette/菲利...,你是我最好的朋友，你是我唯一的朋友 。,278730
8.7,断背山,2005,美国加拿大,剧情爱情同性家庭,李安AngLee 希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake...,每个人心中都有一座断背山。,423667
8.7,重庆森林,1994,香港,剧情爱情,王家卫KarWaiWong 林青霞BrigitteLin/金城武TakeshiK...,寂寞没有期限。,441273
9.2,摩登时代,1936,美国,剧情喜剧爱情,查理·卓别林CharlesChaplin 查理·卓别林CharlesChaplin...,大时代中的人生，小人物的悲喜。,135033
